datetime,BALD,IOU,ImUn,NUKO,KEBAB,BALDA,SC,SHIT,HAIR,MUGZ,timeframe
2024-05-27 19:00:00,1.0495e-05,0.0006063,4.266e-05,2.9e-11,2.4390000000000002e-05,3.7165e-06,1.913e-06,,,,15min
2024-05-27 19:15:00,1.05e-05,0.0006063,4.266e-05,2.9e-11,2.395e-05,3.846e-06,1.913e-06,,,,15min
2024-05-27 19:30:00,1.0495e-05,0.0006061,4.266e-05,3e-11,2.375e-05,3.846e-06,1.898e-06,,,,15min
2024-05-27 19:45:00,1.043e-05,0.00060585,4.3715e-05,3e-11,2.176e-05,3.8715e-06,2.024e-06,,,,15min
2024-05-27 20:00:00,1.0484999999999999e-05,0.0006059500000000001,4.477e-05,3.1e-11,2.1689999999999997e-05,3.879e-06,2.02e-06,,,,15min
2024-05-27 20:15:00,1.061e-05,0.0006065,4.477e-05,3.1e-11,2.244e-05,3.879e-06,2.0275e-06,,,,15min
2024-05-27 20:30:00,1.063e-05,0.000607,4.477e-05,3.1e-11,2.263e-05,3.879e-06,1.872e-06,,,,15min
2024-05-27 20:45:00,1.0685e-05,0.00060665,4.477e-05,3.1e-11,2.221e-05,3.879e-06,1.846e-06,,,,15min
2024-05-27 21:00:00,1.0645e-05,0.0006062,4.443e-05,3.1e-11,1.7275e-05,3.795e-06,1.9735e-06,,,,15min
2024-05-27 21:15:00,1.038e-05,0.0006062,4.4569999999999995e-05,3.1e-11,1.731e-05,3.795e-06,2.1076666666666668e-06,,,,15min
2024-05-27 21:30:00,1.0355e-05,0.0005947999999999999,4.464e-05,3.1e-11,1.731e-05,3.795e-06,2.2484999999999997e-06,,,,15min
2024-05-27 21:45:00,1.035e-05,0.0005799,4.464e-05,3.1e-11,1.738e-05,3.795e-06,2.391e-06,,,,15min
2024-05-27 22:00:00,1.039e-05,0.0005799,4.464e-05,3.05e-11,1.755e-05,3.693e-06,2.391e-06,,,,15min
2024-05-27 22:15:00,1.041e-05,0.0005792499999999999,4.4615e-05,3e-11,1.8089999999999998e-05,3.693e-06,2.4095000000000004e-06,,,,15min
2024-05-27 22:30:00,1.0359999999999999e-05,0.0005790999999999999,4.459e-05,2.95e-11,1.8979999999999998e-05,3.6025e-06,2.342e-06,,,,15min
2024-05-27 22:45:00,1.037e-05,0.0005794999999999999,4.459e-05,3e-11,1.933e-05,3.512e-06,2.408e-06,,,,15min
2024-05-27 23:00:00,1.028e-05,0.0005784,4.459e-05,3e-11,1.865e-05,3.532e-06,2.395e-06,,,,15min
2024-05-27 23:15:00,1.028e-05,0.0005769,4.459e-05,3e-11,1.865e-05,3.562e-06,2.395e-06,,,,15min
2024-05-27 23:30:00,1.028e-05,0.0005773,4.459e-05,3e-11,1.865e-05,3.592e-06,2.395e-06,,,,15min
2024-05-27 23:45:00,1.028e-05,0.0005773,4.205e-05,3e-11,1.865e-05,3.592e-06,2.395e-06,,,,15min
2024-05-28 00:00:00,1.03e-05,0.0005777,4.205e-05,3e-11,1.894e-05,3.592e-06,2.395e-06,,,,15min
2024-05-28 00:15:00,1.03e-05,0.0005727,4.205e-05,3e-11,1.894e-05,3.592e-06,2.395e-06,,,,15min
2024-05-28 00:30:00,1.03e-05,0.0005729,4.205e-05,3e-11,1.894e-05,3.592e-06,2.395e-06,,,,15min
2024-05-28 00:45:00,1.03e-05,0.0005624,4.205e-05,3e-11,1.894e-05,3.592e-06,2.395e-06,,,,15min
2024-05-28 01:00:00,1.03e-05,0.0005624,4.205e-05,3e-11,1.894e-05,3.592e-06,2.395e-06,,,,15min
2024-05-28 01:15:00,1.03e-05,0.0005624,4.205e-05,2.8e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 01:30:00,1.03e-05,0.0005624,4.205e-05,2.8e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 01:45:00,1.03e-05,0.0005762,4.415e-05,2.8e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 02:00:00,1.03e-05,0.0005765,4.415e-05,2.85e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 02:15:00,1.03e-05,0.0005687,6.1115e-05,2.9e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 02:30:00,1.03e-05,0.0005682,6.418e-05,2.9e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 02:45:00,1.03e-05,0.0005682,6.418e-05,2.9e-11,1.894e-05,4.181e-06,2.395e-06,,,,15min
2024-05-28 03:00:00,1.03e-05,0.0005638,6.418e-05,2.9e-11,1.979e-05,4.2445e-06,2.358e-06,,,,15min
2024-05-28 03:15:00,1.03e-05,0.0005725,6.418e-05,2.9e-11,1.967e-05,4.279e-06,2.379e-06,,,,15min
2024-05-28 03:30:00,1.03e-05,0.0005856,6.418e-05,2.9e-11,1.955e-05,4.279e-06,2.358e-06,,,,15min
2024-05-28 03:45:00,1.03e-05,0.0005856,6.235999999999999e-05,2.9e-11,1.955e-05,4.279e-06,2.358e-06,,,,15min
2024-05-28 04:00:00,1.03e-05,0.0005858,6.054e-05,2.9e-11,1.955e-05,4.279e-06,2.358e-06,,,,15min
2024-05-28 04:15:00,1.03e-05,0.0005858,6.054e-05,2.9e-11,1.955e-05,4.279e-06,2.358e-06,,,,15min
2024-05-28 04:30:00,1.03e-05,0.0005858,6.054e-05,2.9e-11,1.955e-05,4.279e-06,2.358e-06,,,,15min
2024-05-28 04:45:00,1.03e-05,0.0005841,6.054e-05,2.9e-11,1.955e-05,4.279e-06,2.358e-06,,,,15min
2024-05-28 05:00:00,1.03e-05,0.0005841,6.054e-05,2.9e-11,1.9690000000000003e-05,4.279e-06,2.4319999999999998e-06,,,,15min
2024-05-28 05:15:00,1.03e-05,0.0005841,6.054e-05,2.9e-11,1.947e-05,4.279e-06,2.506e-06,,,,15min
2024-05-28 05:30:00,1.03e-05,0.0005836999999999999,6.054e-05,2.9e-11,1.947e-05,4.279e-06,2.46e-06,,,,15min
2024-05-28 05:45:00,1.03e-05,0.00058165,6.054e-05,2.9e-11,1.947e-05,4.279e-06,2.46e-06,,,,15min
2024-05-28 06:00:00,1.032e-05,0.0005775999999999999,6.305e-05,3e-11,2.066e-05,4.501e-06,2.46e-06,,,,15min
2024-05-28 06:15:00,1.032e-05,0.0005741,6.556e-05,3e-11,2.066e-05,4.519e-06,2.46e-06,,,,15min
2024-05-28 06:30:00,1.032e-05,0.0005741,6.556e-05,3e-11,2.066e-05,4.56e-06,2.46e-06,,,,15min
2024-05-28 06:45:00,1.032e-05,0.000573,6.556e-05,3e-11,2.043e-05,4.56e-06,2.46e-06,,,,15min
2024-05-28 07:00:00,9.855e-06,0.0005730500000000001,6.556e-05,2.9e-11,2.0645e-05,4.599e-06,2.46e-06,,,,15min
2024-05-28 07:15:00,9.811e-06,0.0005736000000000001,6.556e-05,2.65e-11,2.086e-05,4.541e-06,2.46e-06,,,,15min
2024-05-28 07:30:00,9.838e-06,0.0005748,6.556e-05,2.7e-11,2.0889999999999998e-05,4.483e-06,2.46e-06,,,,15min
2024-05-28 07:45:00,9.838e-06,0.0005748,6.556e-05,2.7e-11,2.092e-05,4.483e-06,2.46e-06,,,,15min
2024-05-28 08:00:00,9.838e-06,0.0005732,6.107e-05,2.7e-11,2.092e-05,4.483e-06,2.46e-06,,,,15min
2024-05-28 08:15:00,9.838e-06,0.0005731,6.107e-05,2.25e-11,2.0975e-05,4.483e-06,2.3355e-06,,,,15min
2024-05-28 08:30:00,9.7375e-06,0.0005731,6.107e-05,2.3e-11,2.103e-05,4.483e-06,2.295e-06,,,,15min
2024-05-28 08:45:00,9.473e-06,0.0005725,6.107e-05,2.4e-11,2.103e-05,4.483e-06,2.2915e-06,,,,15min
2024-05-28 09:00:00,9.399e-06,0.0005653,6.107e-05,2.4e-11,2.103e-05,4.483e-06,2.288e-06,,,,15min
2024-05-28 09:15:00,9.399e-06,0.0005653,6.107e-05,2.4e-11,2.103e-05,4.483e-06,2.29e-06,,,,15min
2024-05-28 09:30:00,9.399e-06,0.0005653,6.107e-05,2.4e-11,2.122e-05,4.483e-06,2.277e-06,,,,15min
2024-05-28 09:45:00,9.420499999999999e-06,0.00056535,6.107e-05,2.4e-11,2.1255e-05,4.483e-06,2.4160000000000002e-06,,,,15min
2024-05-28 10:00:00,9.42e-06,0.0005671000000000001,5.78e-05,2.4e-11,2.144e-05,4.483e-06,2.591e-06,,,,15min
2024-05-28 10:15:00,9.42e-06,0.0005704,5.642e-05,2.4e-11,2.144e-05,4.483e-06,2.555e-06,,,,15min
2024-05-28 10:30:00,9.42e-06,0.0005704,5.642e-05,2.4e-11,2.144e-05,4.483e-06,2.555e-06,,,,15min
2024-05-28 10:45:00,9.42e-06,0.00057015,5.642e-05,2.4e-11,2.0960000000000003e-05,4.483e-06,2.3535e-06,,,,15min
2024-05-28 11:00:00,9.366e-06,0.0005699,5.642e-05,2.4e-11,2.074e-05,4.483e-06,2.152e-06,,,,15min
2024-05-28 11:15:00,9.366e-06,0.0005699,5.642e-05,2.4e-11,2.074e-05,4.483e-06,2.2414999999999996e-06,,,,15min
2024-05-28 11:30:00,9.366e-06,0.0005712499999999999,5.642e-05,2.4e-11,2.135e-05,4.596e-06,2.344e-06,,,,15min
2024-05-28 11:45:00,9.321e-06,0.0005713,5.642e-05,2.4e-11,2.135e-05,4.596e-06,2.43e-06,,,,15min
2024-05-28 12:00:00,9.342999999999998e-06,0.00057115,5.6099999999999995e-05,2.4e-11,2.1455e-05,4.596e-06,2.43e-06,,,,15min
2024-05-28 12:15:00,9.369e-06,0.000571,5.57e-05,2.4e-11,2.156e-05,4.6074999999999995e-06,2.478e-06,,,,15min
2024-05-28 12:30:00,9.373e-06,0.0005708,5.57e-05,2.4e-11,2.142e-05,4.597e-06,2.478e-06,,,,15min
2024-05-28 12:45:00,9.369499999999999e-06,0.0005708,5.57e-05,2.4e-11,2.142e-05,4.597e-06,2.478e-06,,,,15min
2024-05-28 13:00:00,9.366e-06,0.0005708,5.57e-05,2.4e-11,2.142e-05,4.597e-06,2.478e-06,,,,15min
2024-05-28 13:15:00,9.394e-06,0.00057115,5.6489999999999996e-05,2.5500000000000002e-11,2.462e-05,4.019e-06,2.478e-06,,,,15min
2024-05-28 13:30:00,9.394e-06,0.0005715,5.728e-05,2.7e-11,2.433e-05,3.677e-06,2.478e-06,,,,15min
2024-05-28 13:45:00,9.394e-06,0.0005715,5.728e-05,2.7e-11,2.433e-05,2.158e-06,2.478e-06,,,,15min
2024-05-28 14:00:00,9.394e-06,0.0005715,5.728e-05,2.7e-11,2.433e-05,2.142e-06,2.376e-06,0.0002449,,,15min
2024-05-28 14:15:00,9.394e-06,0.0005716,5.728e-05,2.7e-11,2.355e-05,4.535e-06,2.376e-06,0.0002449,,,15min
2024-05-28 14:30:00,9.394e-06,0.0005718,5.728e-05,2.7e-11,2.355e-05,4.535e-06,2.376e-06,0.0002449,,,15min
2024-05-28 14:45:00,9.394e-06,0.0005737,5.728e-05,2.7e-11,2.355e-05,4.535e-06,2.376e-06,0.0002449,,,15min
2024-05-28 15:00:00,9.394e-06,0.0005737,5.728e-05,2.7e-11,2.355e-05,4.535e-06,2.376e-06,0.0002449,,,15min
2024-05-28 15:15:00,9.394e-06,0.0005737,5.728e-05,2.7e-11,2.355e-05,4.535e-06,2.376e-06,0.000246,,,15min
2024-05-28 15:30:00,9.437e-06,0.0005737,5.728e-05,2.8e-11,2.355e-05,4.535e-06,2.376e-06,0.000246,,,15min
2024-05-28 15:45:00,9.437e-06,0.0005737,5.728e-05,2.8e-11,2.3874999999999998e-05,4.5465e-06,2.376e-06,0.000246,,,15min
2024-05-28 16:00:00,9.274e-06,0.0005701,5.728e-05,2.8e-11,2.342e-05,4.558e-06,2.376e-06,0.000246,,,15min
2024-05-28 16:15:00,9.3205e-06,0.0005686,5.728e-05,2.8e-11,2.342e-05,4.558e-06,2.376e-06,0.0002703,,,15min
2024-05-28 16:30:00,9.342e-06,0.0005686,5.728e-05,2.8e-11,2.342e-05,4.558e-06,2.376e-06,0.0002776,,,15min
2024-05-28 16:45:00,9.342e-06,0.0005686,5.728e-05,2.8e-11,2.342e-05,4.558e-06,2.376e-06,0.0002849,,,15min
2024-05-28 17:00:00,9.352e-06,0.0005686,5.728e-05,2.8e-11,2.342e-05,4.558e-06,2.376e-06,0.000285,,,15min
2024-05-28 17:15:00,9.352e-06,0.0005686,8.106e-05,2.8e-11,2.342e-05,4.558e-06,3.116e-06,0.000385,,,15min
2024-05-28 17:30:00,9.348e-06,0.00056545,8.106e-05,2.8e-11,2.349e-05,4.547000000000001e-06,3.116e-06,0.000385,,,15min
2024-05-28 17:45:00,9.341333333333333e-06,0.0005620666666666667,8.106e-05,2.7999999999999997e-11,2.3489999999999997e-05,4.550666666666667e-06,3.1213333333333335e-06,0.00039006666666666664,,,15min
2024-05-28 18:00:00,9.34e-06,0.0005622,8.106e-05,2.8e-11,2.349e-05,4.558e-06,3.124e-06,0.0003992,,,15min
2024-05-28 18:15:00,9.34e-06,0.0005622,8.106e-05,2.7999999999999997e-11,2.3489999999999997e-05,4.558e-06,3.1240000000000005e-06,0.0003992,,,15min
2024-05-28 18:30:00,9.34e-06,0.0005621249999999999,8.106e-05,2.8e-11,2.349e-05,4.558e-06,2.94325e-06,0.0004133,,,15min
2024-05-28 18:45:00,9.34e-06,0.0005621,8.106e-05,2.8e-11,2.35425e-05,4.558e-06,2.3635e-06,0.000428225,,,15min
2024-05-28 19:00:00,9.34e-06,0.000560225,8.106e-05,2.8e-11,2.356e-05,4.558e-06,2.031e-06,0.00048785,,,15min
2024-05-28 19:15:00,9.34e-06,0.0005571,8.106e-05,2.7999999999999997e-11,2.356e-05,4.558e-06,2.031e-06,0.0005521,,,15min
2024-05-28 19:30:00,9.34e-06,0.0005571,8.106e-05,2.8e-11,2.356e-05,4.558e-06,2.031e-06,0.0005521,,,15min
2024-05-28 19:45:00,9.34e-06,0.0005572000000000001,8.106e-05,2.8e-11,2.356e-05,4.558e-06,2.031e-06,0.0005358,,,15min
2024-05-28 20:00:00,9.3294e-06,0.00055366,7.9312e-05,2.8e-11,2.2748e-05,4.558e-06,2.031e-06,0.00051352,,,15min
2024-05-28 20:15:00,9.287e-06,0.00053902,7.669e-05,2.8e-11,1.95e-05,4.5264e-06,2.031e-06,0.0005149,,,15min
2024-05-28 20:30:00,9.287e-06,0.0005379250000000001,7.669e-05,2.8e-11,1.96425e-05,3.8255e-06,2.0275e-06,0.0005149,,,15min
2024-05-28 20:45:00,9.283e-06,0.0005336800000000001,7.669e-05,2.8e-11,1.9554e-05,2.2405999999999998e-06,2.024e-06,0.0005149,,,15min
2024-05-28 21:00:00,9.282e-06,0.00053294,7.669e-05,2.8e-11,1.954e-05,2.5138e-06,2.024e-06,0.00051874,,,15min
2024-05-28 21:15:00,9.294750000000001e-06,0.0005334,7.669e-05,2.8e-11,1.963e-05,3.551e-06,2.024e-06,0.0005213,,,15min
2024-05-28 21:30:00,9.299e-06,0.00053348,7.664600000000001e-05,2.8e-11,1.926e-05,3.507e-06,2.024e-06,0.0005213,,,15min
2024-05-28 21:45:00,9.299e-06,0.0005339800000000001,7.647e-05,2.8e-11,1.8964e-05,3.4975999999999998e-06,2.024e-06,0.00052134,,,15min
2024-05-28 22:00:00,9.299e-06,0.0005362,7.647e-05,2.8e-11,1.889e-05,3.46e-06,2.024e-06,0.0005214,,,15min
2024-05-28 22:15:00,9.368e-06,0.0005362,7.647e-05,2.8e-11,1.5976e-05,3.46e-06,2e-06,0.0004761,,,15min
2024-05-28 22:30:00,9.368e-06,0.0005294200000000001,7.647e-05,2.72e-11,1.5864000000000003e-05,3.46e-06,1.938e-06,0.0004761,,,15min
2024-05-28 22:45:00,9.368e-06,0.0005252200000000001,7.647e-05,2.7e-11,1.596e-05,3.46e-06,1.938e-06,0.0004761,,,15min
2024-05-28 23:00:00,9.368e-06,0.000523825,7.647e-05,2.7e-11,1.596e-05,3.46e-06,1.938e-06,0.0004761,,,15min
2024-05-28 23:15:00,9.368e-06,0.0005194,7.647e-05,2.7e-11,1.6045e-05,3.46e-06,1.938e-06,0.0004805,,,15min
2024-05-28 23:30:00,9.368e-06,0.0005194,7.643e-05,2.7e-11,1.638e-05,3.46e-06,1.9515e-06,0.0004898,,,15min
2024-05-28 23:45:00,9.3725e-06,0.0005194,7.375e-05,2.7e-11,1.6645e-05,3.46e-06,1.967e-06,0.00048005,,,15min
2024-05-29 00:00:00,9.377e-06,0.0005194,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004406,,,15min
2024-05-29 00:15:00,9.377e-06,0.0005194,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004406,,,15min
2024-05-29 00:30:00,9.377e-06,0.0005194,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004406,,,15min
2024-05-29 00:45:00,9.4145e-06,0.0005194,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 01:00:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 01:15:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 01:30:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 01:45:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 02:00:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 02:15:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 02:30:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 02:45:00,9.452e-06,0.0005216,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004641,,,15min
2024-05-29 03:00:00,9.452e-06,0.0005163,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.00046560000000000004,,,15min
2024-05-29 03:15:00,9.452e-06,0.0005163,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004671,,,15min
2024-05-29 03:30:00,9.452e-06,0.0005163,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004671,,,15min
2024-05-29 03:45:00,9.452e-06,0.0005163,7.375e-05,2.7e-11,1.691e-05,3.46e-06,1.967e-06,0.0004671,,,15min
2024-05-29 04:00:00,,,,,,,,,,,15min
2024-05-29 04:15:00,,,,,,,,,,,15min
2024-05-29 04:30:00,,,,,,,,,,,15min
2024-05-29 04:45:00,,,,,,,,,,,15min
2024-05-29 05:00:00,,,,,,,,,,,15min
2024-05-29 05:15:00,,,,,,,,,,,15min
2024-05-29 05:30:00,,,,,,,,,,,15min
2024-05-29 05:45:00,,,,,,,,,,,15min
2024-05-29 06:00:00,,,,,,,,,,,15min
2024-05-29 06:15:00,,,,,,,,,,,15min
2024-05-29 06:30:00,,,,,,,,,,,15min
2024-05-29 06:45:00,,,,,,,,,,,15min
2024-05-29 07:00:00,,,,,,,,,,,15min
2024-05-29 07:15:00,,,,,,,,,,,15min
2024-05-29 07:30:00,,,,,,,,,,,15min
2024-05-29 07:45:00,9.433e-06,0.0005072,7.375e-05,2.6e-11,1.667e-05,3.342e-06,1.967e-06,0.0004535,,,15min
2024-05-29 08:00:00,9.433e-06,0.0005074999999999999,7.375e-05,2.6e-11,1.667e-05,3.342e-06,1.967e-06,0.0004535,,,15min
2024-05-29 08:15:00,9.433e-06,0.00050785,7.375e-05,2.6e-11,1.667e-05,3.342e-06,1.967e-06,0.00045494999999999997,,,15min
2024-05-29 08:30:00,9.433e-06,0.0005252,7.375e-05,2.6e-11,1.667e-05,3.342e-06,1.967e-06,0.0004564,,,15min
2024-05-29 08:45:00,9.433e-06,0.0005229,7.375e-05,2.6e-11,1.6715e-05,3.342e-06,1.967e-06,0.0004564,,,15min
2024-05-29 09:00:00,9.433e-06,0.0005266,7.375e-05,2.6e-11,1.676e-05,3.342e-06,1.967e-06,0.0004429,,,15min
2024-05-29 09:15:00,9.433e-06,0.000549,7.375e-05,2.6e-11,1.676e-05,3.342e-06,1.907e-06,0.0004429,,,15min
2024-05-29 09:30:00,9.433e-06,0.0005368,7.375e-05,2.6e-11,1.682e-05,3.342e-06,1.907e-06,0.00046334999999999996,,,15min
2024-05-29 09:45:00,9.433e-06,0.0005293,7.375e-05,2.6e-11,1.682e-05,3.342e-06,2.031e-06,0.0004838,,,15min
2024-05-29 10:00:00,9.433e-06,0.0005324,7.375e-05,2.6e-11,1.682e-05,3.342e-06,2.031e-06,0.0004838,,,15min
2024-05-29 10:15:00,9.433e-06,0.0005324,7.375e-05,2.6e-11,1.682e-05,3.342e-06,2.031e-06,0.0004838,,,15min
2024-05-29 10:30:00,9.433e-06,0.0005324,7.375e-05,2.6e-11,1.682e-05,3.342e-06,2.0775e-06,0.0004838,,,15min
2024-05-29 10:45:00,9.433e-06,0.00053045,7.375e-05,2.6e-11,1.682e-05,3.342e-06,2.124e-06,0.0004838,,,15min
2024-05-29 11:00:00,9.433e-06,0.0005285,7.375e-05,2.6e-11,1.682e-05,3.342e-06,2.124e-06,0.0004838,,,15min
2024-05-29 11:15:00,9.433e-06,0.0005285,7.375e-05,2.6e-11,1.682e-05,4.3045e-06,2.124e-06,0.0004838,,,15min
2024-05-29 11:30:00,9.475999999999999e-06,0.0005304999999999999,7.654e-05,2.6e-11,1.682e-05,5.717e-06,2.2935e-06,0.0004838,,,15min
2024-05-29 11:45:00,9.519e-06,0.000535,7.933e-05,2.7e-11,1.726e-05,5.908e-06,2.463e-06,0.000496,,,15min
2024-05-29 12:00:00,9.532e-06,0.000535,7.933e-05,2.7e-11,1.647e-05,5.736e-06,2.463e-06,0.000496,,,15min
2024-05-29 12:15:00,9.545e-06,0.000535,7.933e-05,2.7e-11,1.568e-05,7.314e-06,2.463e-06,0.000496,,,15min
